column_name,data_type,is_key,business_description
txn_stat_sys,UUID,NONE,unique identifier for the primary record
sale_amt_v2,INTEGER,NONE,secondary reference index for cross-table lookup
user_uuid_norm,INTEGER,NONE,descriptive string for human-readable indexing
sale_name_norm,VARCHAR(255),NONE,normalized quantitative value for aggregate reporting
emp_desc_sys,VARCHAR(255),NONE,descriptive string for human-readable indexing
supp_id_fk,DATETIME,FOREIGN,foreign key mapping to parent entity relational graph
user_dt_sys,DATETIME,NONE,temporal marker for transaction lifecycle
addr_id_norm,DATETIME,NONE,temporal marker for transaction lifecycle
prod_ref_raw,DATETIME,NONE,unique identifier for the primary record
emp_amt_raw,INTEGER,NONE,secondary reference index for cross-table lookup
prod_stat_fk,VARCHAR(255),FOREIGN,descriptive string for human-readable indexing
prod_name_pk,"DECIMAL(10,2)",PRIMARY,categorical label for domain classification
emp_desc_01,DATETIME,NONE,secondary reference index for cross-table lookup
order_uuid_v2,INTEGER,NONE,unique identifier for the primary record
inv_desc_sys,VARCHAR(255),NONE,foreign key mapping to parent entity relational graph
supp_desc_sys,"DECIMAL(10,2)",NONE,temporal marker for transaction lifecycle
inv_desc_01,"DECIMAL(10,2)",NONE,normalized quantitative value for aggregate reporting
dept_desc_pk,INTEGER,PRIMARY,normalized quantitative value for aggregate reporting
order_ref_01,DATETIME,NONE,descriptive string for human-readable indexing
dept_code_raw,UUID,NONE,descriptive string for human-readable indexing
supp_ref_raw,DATETIME,NONE,temporal marker for transaction lifecycle
inv_desc_raw,UUID,NONE,unique identifier for the primary record
order_id_pk,VARCHAR(255),PRIMARY,descriptive string for human-readable indexing
addr_ref_sys,"DECIMAL(10,2)",NONE,normalized quantitative value for aggregate reporting
dept_ref_01,DATETIME,NONE,status flag indicating current operational state
addr_dt_fk,INTEGER,FOREIGN,categorical label for domain classification
sale_ref_sys,VARCHAR(255),NONE,descriptive string for human-readable indexing
sale_qty_fk,INTEGER,FOREIGN,descriptive string for human-readable indexing
order_dt_v2,VARCHAR(255),NONE,descriptive string for human-readable indexing
order_id_v2,UUID,NONE,descriptive string for human-readable indexing
emp_qty_fk,DATETIME,FOREIGN,normalized quantitative value for aggregate reporting
addr_amt_01,INTEGER,NONE,categorical label for domain classification
supp_stat_v2,VARCHAR(255),NONE,normalized quantitative value for aggregate reporting
user_stat_fk,INTEGER,FOREIGN,unique identifier for the primary record
cust_uuid_sys,"DECIMAL(10,2)",NONE,unique identifier for the primary record
user_code_fk,VARCHAR(255),FOREIGN,secondary reference index for cross-table lookup
inv_uuid_sys,VARCHAR(255),NONE,foreign key mapping to parent entity relational graph
dept_ref_v2,"DECIMAL(10,2)",NONE,descriptive string for human-readable indexing
inv_uuid_fk,DATETIME,FOREIGN,normalized quantitative value for aggregate reporting
addr_amt_fk,UUID,FOREIGN,status flag indicating current operational state
txn_cat_fk,VARCHAR(255),FOREIGN,normalized quantitative value for aggregate reporting
supp_amt_sys,DATETIME,NONE,temporal marker for transaction lifecycle
inv_cat_sys,DATETIME,NONE,categorical label for domain classification
dept_dt_pk,VARCHAR(255),PRIMARY,temporal marker for transaction lifecycle
addr_code_pk,DATETIME,PRIMARY,unique identifier for the primary record
addr_code_raw,UUID,NONE,secondary reference index for cross-table lookup
dept_dt_sys,UUID,NONE,normalized quantitative value for aggregate reporting
addr_ref_01,DATETIME,NONE,descriptive string for human-readable indexing
user_amt_fk,INTEGER,FOREIGN,unique identifier for the primary record
addr_amt_pk,DATETIME,PRIMARY,descriptive string for human-readable indexing
emp_cat_pk,UUID,PRIMARY,secondary reference index for cross-table lookup
addr_id_pk,VARCHAR(255),PRIMARY,descriptive string for human-readable indexing
addr_dt_fk,INTEGER,FOREIGN,normalized quantitative value for aggregate reporting
sale_code_v2,DATETIME,NONE,temporal marker for transaction lifecycle
sale_amt_fk,VARCHAR(255),FOREIGN,categorical label for domain classification
sale_dt_v2,"DECIMAL(10,2)",NONE,secondary reference index for cross-table lookup
order_code_fk,"DECIMAL(10,2)",FOREIGN,secondary reference index for cross-table lookup
supp_code_pk,"DECIMAL(10,2)",PRIMARY,foreign key mapping to parent entity relational graph
order_uuid_fk,VARCHAR(255),FOREIGN,unique identifier for the primary record
inv_code_01,DATETIME,NONE,normalized quantitative value for aggregate reporting
txn_code_fk,INTEGER,FOREIGN,foreign key mapping to parent entity relational graph
order_uuid_v2,"DECIMAL(10,2)",NONE,foreign key mapping to parent entity relational graph
txn_qty_raw,INTEGER,NONE,status flag indicating current operational state
supp_uuid_v2,VARCHAR(255),NONE,secondary reference index for cross-table lookup
user_code_sys,VARCHAR(255),NONE,temporal marker for transaction lifecycle
user_amt_fk,INTEGER,FOREIGN,descriptive string for human-readable indexing
order_qty_fk,UUID,FOREIGN,foreign key mapping to parent entity relational graph
dept_stat_pk,UUID,PRIMARY,secondary reference index for cross-table lookup
addr_amt_pk,VARCHAR(255),PRIMARY,descriptive string for human-readable indexing
cust_id_raw,DATETIME,NONE,normalized quantitative value for aggregate reporting
prod_ref_sys,DATETIME,NONE,normalized quantitative value for aggregate reporting
txn_dt_norm,UUID,NONE,unique identifier for the primary record
txn_qty_norm,INTEGER,NONE,secondary reference index for cross-table lookup
sale_amt_norm,INTEGER,NONE,descriptive string for human-readable indexing
cust_id_v2,INTEGER,NONE,descriptive string for human-readable indexing
sale_ref_01,VARCHAR(255),NONE,secondary reference index for cross-table lookup
dept_desc_norm,VARCHAR(255),NONE,descriptive string for human-readable indexing
addr_ref_01,"DECIMAL(10,2)",NONE,secondary reference index for cross-table lookup
cust_dt_norm,DATETIME,NONE,foreign key mapping to parent entity relational graph
cust_qty_sys,"DECIMAL(10,2)",NONE,unique identifier for the primary record
txn_code_fk,INTEGER,FOREIGN,descriptive string for human-readable indexing
txn_dt_fk,VARCHAR(255),FOREIGN,secondary reference index for cross-table lookup
order_cat_v2,"DECIMAL(10,2)",NONE,descriptive string for human-readable indexing
order_dt_01,VARCHAR(255),NONE,foreign key mapping to parent entity relational graph
inv_code_fk,VARCHAR(255),FOREIGN,status flag indicating current operational state
user_id_01,"DECIMAL(10,2)",NONE,status flag indicating current operational state
emp_cat_01,INTEGER,NONE,descriptive string for human-readable indexing
dept_id_pk,DATETIME,PRIMARY,normalized quantitative value for aggregate reporting
addr_cat_v2,"DECIMAL(10,2)",NONE,normalized quantitative value for aggregate reporting
dept_id_norm,VARCHAR(255),NONE,secondary reference index for cross-table lookup
dept_id_fk,DATETIME,FOREIGN,status flag indicating current operational state
dept_name_norm,VARCHAR(255),NONE,secondary reference index for cross-table lookup
cust_amt_fk,"DECIMAL(10,2)",FOREIGN,temporal marker for transaction lifecycle
emp_dt_raw,DATETIME,NONE,foreign key mapping to parent entity relational graph
user_code_01,"DECIMAL(10,2)",NONE,unique identifier for the primary record
order_uuid_fk,DATETIME,FOREIGN,unique identifier for the primary record
order_code_pk,VARCHAR(255),PRIMARY,temporal marker for transaction lifecycle
inv_qty_fk,VARCHAR(255),FOREIGN,descriptive string for human-readable indexing
supp_code_raw,"DECIMAL(10,2)",NONE,temporal marker for transaction lifecycle
addr_id_raw,UUID,NONE,unique identifier for the primary record
supp_qty_01,INTEGER,NONE,descriptive string for human-readable indexing
supp_stat_norm,"DECIMAL(10,2)",NONE,foreign key mapping to parent entity relational graph
txn_qty_raw,"DECIMAL(10,2)",NONE,secondary reference index for cross-table lookup
inv_code_sys,UUID,NONE,descriptive string for human-readable indexing
user_stat_01,VARCHAR(255),NONE,categorical label for domain classification
inv_desc_norm,UUID,NONE,temporal marker for transaction lifecycle
addr_uuid_01,UUID,NONE,temporal marker for transaction lifecycle
order_id_raw,"DECIMAL(10,2)",NONE,categorical label for domain classification
addr_dt_sys,"DECIMAL(10,2)",NONE,secondary reference index for cross-table lookup
sale_dt_pk,DATETIME,PRIMARY,secondary reference index for cross-table lookup
user_stat_raw,UUID,NONE,normalized quantitative value for aggregate reporting
sale_dt_fk,DATETIME,FOREIGN,unique identifier for the primary record
txn_code_fk,UUID,FOREIGN,normalized quantitative value for aggregate reporting
prod_stat_pk,VARCHAR(255),PRIMARY,temporal marker for transaction lifecycle
prod_id_01,DATETIME,NONE,categorical label for domain classification
txn_dt_01,"DECIMAL(10,2)",NONE,descriptive string for human-readable indexing
user_name_01,INTEGER,NONE,unique identifier for the primary record
supp_name_raw,VARCHAR(255),NONE,status flag indicating current operational state
dept_cat_fk,"DECIMAL(10,2)",FOREIGN,status flag indicating current operational state
cust_desc_01,"DECIMAL(10,2)",NONE,temporal marker for transaction lifecycle
cust_dt_norm,"DECIMAL(10,2)",NONE,foreign key mapping to parent entity relational graph
supp_amt_01,UUID,NONE,normalized quantitative value for aggregate reporting
txn_name_sys,VARCHAR(255),NONE,categorical label for domain classification
cust_dt_sys,INTEGER,NONE,descriptive string for human-readable indexing
cust_cat_sys,INTEGER,NONE,foreign key mapping to parent entity relational graph
sale_ref_v2,DATETIME,NONE,temporal marker for transaction lifecycle
prod_name_sys,"DECIMAL(10,2)",NONE,descriptive string for human-readable indexing
emp_stat_raw,VARCHAR(255),NONE,foreign key mapping to parent entity relational graph
prod_amt_norm,INTEGER,NONE,secondary reference index for cross-table lookup
addr_qty_raw,UUID,NONE,descriptive string for human-readable indexing
user_ref_pk,"DECIMAL(10,2)",PRIMARY,status flag indicating current operational state
dept_desc_v2,"DECIMAL(10,2)",NONE,descriptive string for human-readable indexing
sale_uuid_raw,VARCHAR(255),NONE,secondary reference index for cross-table lookup
txn_uuid_raw,DATETIME,NONE,unique identifier for the primary record
emp_name_v2,DATETIME,NONE,foreign key mapping to parent entity relational graph
sale_amt_fk,INTEGER,FOREIGN,descriptive string for human-readable indexing
emp_stat_01,DATETIME,NONE,foreign key mapping to parent entity relational graph
inv_ref_v2,VARCHAR(255),NONE,categorical label for domain classification
emp_name_pk,UUID,PRIMARY,status flag indicating current operational state
emp_code_fk,INTEGER,FOREIGN,normalized quantitative value for aggregate reporting
order_ref_raw,UUID,NONE,descriptive string for human-readable indexing
cust_qty_norm,UUID,NONE,foreign key mapping to parent entity relational graph
cust_code_pk,VARCHAR(255),PRIMARY,normalized quantitative value for aggregate reporting
dept_ref_pk,DATETIME,PRIMARY,normalized quantitative value for aggregate reporting
txn_stat_sys,UUID,NONE,temporal marker for transaction lifecycle
order_name_pk,DATETIME,PRIMARY,categorical label for domain classification
txn_uuid_pk,VARCHAR(255),PRIMARY,normalized quantitative value for aggregate reporting
cust_name_fk,"DECIMAL(10,2)",FOREIGN,status flag indicating current operational state
supp_dt_pk,DATETIME,PRIMARY,unique identifier for the primary record
addr_amt_norm,"DECIMAL(10,2)",NONE,unique identifier for the primary record
addr_ref_pk,VARCHAR(255),PRIMARY,foreign key mapping to parent entity relational graph
addr_uuid_raw,INTEGER,NONE,unique identifier for the primary record
supp_qty_pk,UUID,PRIMARY,unique identifier for the primary record
prod_ref_fk,VARCHAR(255),FOREIGN,unique identifier for the primary record
cust_code_pk,"DECIMAL(10,2)",PRIMARY,descriptive string for human-readable indexing
txn_uuid_norm,"DECIMAL(10,2)",NONE,status flag indicating current operational state
dept_id_sys,VARCHAR(255),NONE,foreign key mapping to parent entity relational graph
txn_stat_fk,DATETIME,FOREIGN,secondary reference index for cross-table lookup
addr_qty_fk,"DECIMAL(10,2)",FOREIGN,secondary reference index for cross-table lookup
emp_desc_sys,"DECIMAL(10,2)",NONE,unique identifier for the primary record
prod_id_v2,UUID,NONE,descriptive string for human-readable indexing
emp_stat_raw,VARCHAR(255),NONE,temporal marker for transaction lifecycle
addr_desc_norm,INTEGER,NONE,secondary reference index for cross-table lookup
dept_stat_v2,"DECIMAL(10,2)",NONE,normalized quantitative value for aggregate reporting
emp_id_pk,"DECIMAL(10,2)",PRIMARY,secondary reference index for cross-table lookup
addr_code_pk,DATETIME,PRIMARY,categorical label for domain classification
emp_uuid_v2,DATETIME,NONE,status flag indicating current operational state
txn_id_v2,UUID,NONE,normalized quantitative value for aggregate reporting
inv_dt_v2,UUID,NONE,secondary reference index for cross-table lookup
inv_name_01,UUID,NONE,normalized quantitative value for aggregate reporting
order_amt_fk,UUID,FOREIGN,categorical label for domain classification
user_code_raw,INTEGER,NONE,descriptive string for human-readable indexing
sale_cat_v2,VARCHAR(255),NONE,normalized quantitative value for aggregate reporting
txn_qty_norm,DATETIME,NONE,categorical label for domain classification
emp_stat_fk,UUID,FOREIGN,categorical label for domain classification
prod_amt_sys,UUID,NONE,descriptive string for human-readable indexing
prod_id_pk,"DECIMAL(10,2)",PRIMARY,secondary reference index for cross-table lookup
supp_dt_pk,UUID,PRIMARY,temporal marker for transaction lifecycle
inv_desc_01,DATETIME,NONE,temporal marker for transaction lifecycle
cust_dt_norm,DATETIME,NONE,descriptive string for human-readable indexing
addr_uuid_01,UUID,NONE,foreign key mapping to parent entity relational graph
cust_uuid_sys,VARCHAR(255),NONE,secondary reference index for cross-table lookup
supp_amt_norm,INTEGER,NONE,foreign key mapping to parent entity relational graph
cust_name_fk,INTEGER,FOREIGN,status flag indicating current operational state
supp_amt_pk,DATETIME,PRIMARY,descriptive string for human-readable indexing
addr_qty_01,DATETIME,NONE,secondary reference index for cross-table lookup
addr_qty_pk,"DECIMAL(10,2)",PRIMARY,unique identifier for the primary record
cust_qty_norm,UUID,NONE,foreign key mapping to parent entity relational graph
txn_amt_v2,INTEGER,NONE,foreign key mapping to parent entity relational graph
dept_name_sys,DATETIME,NONE,temporal marker for transaction lifecycle
supp_dt_norm,DATETIME,NONE,normalized quantitative value for aggregate reporting
user_name_norm,DATETIME,NONE,descriptive string for human-readable indexing
emp_id_fk,DATETIME,FOREIGN,temporal marker for transaction lifecycle
cust_code_pk,INTEGER,PRIMARY,unique identifier for the primary record
inv_id_01,INTEGER,NONE,status flag indicating current operational state
user_amt_sys,INTEGER,NONE,normalized quantitative value for aggregate reporting
supp_dt_sys,INTEGER,NONE,temporal marker for transaction lifecycle
addr_code_fk,UUID,FOREIGN,descriptive string for human-readable indexing
order_cat_01,VARCHAR(255),NONE,status flag indicating current operational state
prod_desc_01,VARCHAR(255),NONE,temporal marker for transaction lifecycle
cust_code_01,VARCHAR(255),NONE,normalized quantitative value for aggregate reporting
txn_name_pk,INTEGER,PRIMARY,unique identifier for the primary record
order_qty_sys,DATETIME,NONE,unique identifier for the primary record
addr_cat_01,"DECIMAL(10,2)",NONE,temporal marker for transaction lifecycle
prod_qty_fk,INTEGER,FOREIGN,status flag indicating current operational state
inv_ref_pk,"DECIMAL(10,2)",PRIMARY,normalized quantitative value for aggregate reporting
cust_uuid_pk,VARCHAR(255),PRIMARY,normalized quantitative value for aggregate reporting
addr_uuid_raw,VARCHAR(255),NONE,descriptive string for human-readable indexing
prod_uuid_fk,UUID,FOREIGN,foreign key mapping to parent entity relational graph
addr_id_raw,"DECIMAL(10,2)",NONE,temporal marker for transaction lifecycle
prod_id_fk,DATETIME,FOREIGN,status flag indicating current operational state
emp_stat_raw,DATETIME,NONE,status flag indicating current operational state
order_name_v2,"DECIMAL(10,2)",NONE,unique identifier for the primary record
txn_qty_norm,INTEGER,NONE,descriptive string for human-readable indexing
supp_dt_v2,UUID,NONE,status flag indicating current operational state
order_uuid_fk,INTEGER,FOREIGN,descriptive string for human-readable indexing
prod_name_pk,UUID,PRIMARY,descriptive string for human-readable indexing
cust_qty_norm,UUID,NONE,descriptive string for human-readable indexing
inv_name_pk,DATETIME,PRIMARY,secondary reference index for cross-table lookup
prod_uuid_01,INTEGER,NONE,descriptive string for human-readable indexing
txn_ref_01,"DECIMAL(10,2)",NONE,descriptive string for human-readable indexing
prod_amt_sys,DATETIME,NONE,status flag indicating current operational state
order_qty_01,VARCHAR(255),NONE,temporal marker for transaction lifecycle
prod_amt_raw,"DECIMAL(10,2)",NONE,unique identifier for the primary record
supp_ref_norm,DATETIME,NONE,temporal marker for transaction lifecycle
sale_amt_v2,DATETIME,NONE,secondary reference index for cross-table lookup
addr_code_fk,UUID,FOREIGN,unique identifier for the primary record
dept_amt_v2,INTEGER,NONE,foreign key mapping to parent entity relational graph
emp_name_raw,UUID,NONE,foreign key mapping to parent entity relational graph
sale_stat_raw,VARCHAR(255),NONE,foreign key mapping to parent entity relational graph
addr_amt_pk,DATETIME,PRIMARY,descriptive string for human-readable indexing
txn_uuid_v2,VARCHAR(255),NONE,categorical label for domain classification
cust_dt_norm,UUID,NONE,temporal marker for transaction lifecycle
sale_cat_pk,VARCHAR(255),PRIMARY,categorical label for domain classification
prod_stat_01,DATETIME,NONE,temporal marker for transaction lifecycle
sale_stat_01,VARCHAR(255),NONE,temporal marker for transaction lifecycle
sale_cat_norm,UUID,NONE,foreign key mapping to parent entity relational graph
supp_uuid_fk,UUID,FOREIGN,temporal marker for transaction lifecycle
sale_qty_norm,VARCHAR(255),NONE,secondary reference index for cross-table lookup
order_qty_v2,DATETIME,NONE,descriptive string for human-readable indexing
sale_amt_norm,UUID,NONE,unique identifier for the primary record
order_code_v2,INTEGER,NONE,categorical label for domain classification
prod_ref_v2,"DECIMAL(10,2)",NONE,categorical label for domain classification
cust_amt_pk,VARCHAR(255),PRIMARY,normalized quantitative value for aggregate reporting
inv_code_01,DATETIME,NONE,status flag indicating current operational state
dept_cat_pk,VARCHAR(255),PRIMARY,temporal marker for transaction lifecycle
cust_ref_pk,"DECIMAL(10,2)",PRIMARY,unique identifier for the primary record
txn_name_norm,INTEGER,NONE,status flag indicating current operational state
prod_qty_norm,DATETIME,NONE,temporal marker for transaction lifecycle
txn_id_v2,"DECIMAL(10,2)",NONE,categorical label for domain classification
emp_dt_raw,UUID,NONE,unique identifier for the primary record
cust_amt_norm,"DECIMAL(10,2)",NONE,secondary reference index for cross-table lookup
inv_uuid_01,"DECIMAL(10,2)",NONE,normalized quantitative value for aggregate reporting
user_qty_pk,DATETIME,PRIMARY,categorical label for domain classification
txn_name_pk,UUID,PRIMARY,descriptive string for human-readable indexing
user_dt_fk,INTEGER,FOREIGN,descriptive string for human-readable indexing
txn_stat_01,"DECIMAL(10,2)",NONE,status flag indicating current operational state
addr_ref_raw,"DECIMAL(10,2)",NONE,unique identifier for the primary record
user_desc_fk,DATETIME,FOREIGN,foreign key mapping to parent entity relational graph
addr_uuid_v2,DATETIME,NONE,temporal marker for transaction lifecycle
addr_cat_v2,UUID,NONE,unique identifier for the primary record
dept_uuid_fk,"DECIMAL(10,2)",FOREIGN,temporal marker for transaction lifecycle
dept_name_01,UUID,NONE,descriptive string for human-readable indexing
supp_code_raw,INTEGER,NONE,temporal marker for transaction lifecycle
sale_cat_pk,DATETIME,PRIMARY,secondary reference index for cross-table lookup
cust_code_raw,DATETIME,NONE,foreign key mapping to parent entity relational graph
supp_cat_01,VARCHAR(255),NONE,categorical label for domain classification
order_ref_raw,INTEGER,NONE,unique identifier for the primary record
sale_amt_v2,"DECIMAL(10,2)",NONE,unique identifier for the primary record
inv_name_raw,VARCHAR(255),NONE,normalized quantitative value for aggregate reporting
order_code_sys,UUID,NONE,normalized quantitative value for aggregate reporting
order_id_norm,UUID,NONE,categorical label for domain classification
supp_ref_fk,INTEGER,FOREIGN,descriptive string for human-readable indexing
inv_code_norm,VARCHAR(255),NONE,foreign key mapping to parent entity relational graph
inv_id_raw,UUID,NONE,foreign key mapping to parent entity relational graph
prod_desc_sys,"DECIMAL(10,2)",NONE,unique identifier for the primary record
sale_stat_fk,VARCHAR(255),FOREIGN,categorical label for domain classification
supp_dt_norm,DATETIME,NONE,temporal marker for transaction lifecycle
inv_qty_raw,VARCHAR(255),NONE,normalized quantitative value for aggregate reporting
emp_ref_sys,INTEGER,NONE,descriptive string for human-readable indexing
sale_desc_fk,UUID,FOREIGN,descriptive string for human-readable indexing
sale_dt_sys,"DECIMAL(10,2)",NONE,normalized quantitative value for aggregate reporting
sale_code_pk,UUID,PRIMARY,normalized quantitative value for aggregate reporting
dept_ref_v2,VARCHAR(255),NONE,foreign key mapping to parent entity relational graph
cust_dt_raw,INTEGER,NONE,categorical label for domain classification
user_ref_v2,DATETIME,NONE,foreign key mapping to parent entity relational graph
emp_cat_v2,VARCHAR(255),NONE,secondary reference index for cross-table lookup
user_ref_raw,UUID,NONE,categorical label for domain classification
order_name_raw,VARCHAR(255),NONE,status flag indicating current operational state
sale_desc_raw,VARCHAR(255),NONE,categorical label for domain classification
cust_code_sys,DATETIME,NONE,normalized quantitative value for aggregate reporting
dept_amt_norm,DATETIME,NONE,unique identifier for the primary record
cust_ref_norm,VARCHAR(255),NONE,status flag indicating current operational state
prod_name_sys,DATETIME,NONE,categorical label for domain classification
sale_code_sys,VARCHAR(255),NONE,descriptive string for human-readable indexing
cust_dt_raw,VARCHAR(255),NONE,secondary reference index for cross-table lookup
dept_dt_raw,"DECIMAL(10,2)",NONE,categorical label for domain classification
order_amt_raw,DATETIME,NONE,status flag indicating current operational state
txn_name_raw,DATETIME,NONE,temporal marker for transaction lifecycle
sale_stat_fk,INTEGER,FOREIGN,temporal marker for transaction lifecycle
prod_ref_sys,UUID,NONE,secondary reference index for cross-table lookup
user_qty_v2,VARCHAR(255),NONE,secondary reference index for cross-table lookup
sale_dt_norm,VARCHAR(255),NONE,temporal marker for transaction lifecycle
txn_dt_norm,"DECIMAL(10,2)",NONE,normalized quantitative value for aggregate reporting
supp_amt_pk,INTEGER,PRIMARY,normalized quantitative value for aggregate reporting
supp_desc_v2,VARCHAR(255),NONE,status flag indicating current operational state
supp_id_fk,VARCHAR(255),FOREIGN,normalized quantitative value for aggregate reporting
dept_qty_sys,UUID,NONE,categorical label for domain classification
user_ref_sys,VARCHAR(255),NONE,secondary reference index for cross-table lookup
prod_ref_pk,"DECIMAL(10,2)",PRIMARY,categorical label for domain classification
txn_stat_v2,"DECIMAL(10,2)",NONE,foreign key mapping to parent entity relational graph
txn_stat_sys,"DECIMAL(10,2)",NONE,unique identifier for the primary record
prod_name_sys,UUID,NONE,status flag indicating current operational state
user_dt_01,VARCHAR(255),NONE,categorical label for domain classification
addr_qty_01,UUID,NONE,secondary reference index for cross-table lookup
emp_desc_sys,UUID,NONE,temporal marker for transaction lifecycle
prod_cat_sys,UUID,NONE,unique identifier for the primary record
user_uuid_pk,VARCHAR(255),PRIMARY,categorical label for domain classification
txn_dt_pk,DATETIME,PRIMARY,foreign key mapping to parent entity relational graph
inv_uuid_norm,INTEGER,NONE,status flag indicating current operational state
inv_uuid_sys,"DECIMAL(10,2)",NONE,descriptive string for human-readable indexing
txn_ref_01,INTEGER,NONE,unique identifier for the primary record
txn_code_v2,DATETIME,NONE,secondary reference index for cross-table lookup
prod_cat_pk,DATETIME,PRIMARY,descriptive string for human-readable indexing
txn_uuid_fk,"DECIMAL(10,2)",FOREIGN,unique identifier for the primary record
addr_qty_pk,UUID,PRIMARY,unique identifier for the primary record
sale_dt_sys,DATETIME,NONE,status flag indicating current operational state
prod_name_fk,UUID,FOREIGN,categorical label for domain classification
supp_name_norm,INTEGER,NONE,unique identifier for the primary record
dept_stat_v2,VARCHAR(255),NONE,descriptive string for human-readable indexing
txn_desc_pk,UUID,PRIMARY,foreign key mapping to parent entity relational graph
inv_dt_raw,INTEGER,NONE,status flag indicating current operational state
user_dt_v2,INTEGER,NONE,secondary reference index for cross-table lookup
addr_stat_fk,VARCHAR(255),FOREIGN,foreign key mapping to parent entity relational graph
txn_amt_raw,UUID,NONE,status flag indicating current operational state
emp_cat_raw,"DECIMAL(10,2)",NONE,normalized quantitative value for aggregate reporting
user_desc_fk,VARCHAR(255),FOREIGN,temporal marker for transaction lifecycle
user_qty_v2,"DECIMAL(10,2)",NONE,normalized quantitative value for aggregate reporting
emp_cat_pk,DATETIME,PRIMARY,secondary reference index for cross-table lookup
order_code_pk,VARCHAR(255),PRIMARY,status flag indicating current operational state
sale_name_01,UUID,NONE,foreign key mapping to parent entity relational graph
dept_code_sys,UUID,NONE,unique identifier for the primary record
order_dt_01,DATETIME,NONE,unique identifier for the primary record
prod_id_norm,DATETIME,NONE,status flag indicating current operational state
addr_dt_pk,DATETIME,PRIMARY,foreign key mapping to parent entity relational graph
user_id_sys,UUID,NONE,foreign key mapping to parent entity relational graph
cust_uuid_fk,"DECIMAL(10,2)",FOREIGN,descriptive string for human-readable indexing
supp_desc_01,"DECIMAL(10,2)",NONE,foreign key mapping to parent entity relational graph
cust_dt_pk,"DECIMAL(10,2)",PRIMARY,foreign key mapping to parent entity relational graph
inv_qty_fk,INTEGER,FOREIGN,normalized quantitative value for aggregate reporting
txn_desc_norm,DATETIME,NONE,categorical label for domain classification
order_desc_v2,"DECIMAL(10,2)",NONE,unique identifier for the primary record
cust_uuid_01,INTEGER,NONE,categorical label for domain classification
inv_uuid_sys,UUID,NONE,categorical label for domain classification
supp_id_raw,DATETIME,NONE,temporal marker for transaction lifecycle
emp_qty_01,VARCHAR(255),NONE,normalized quantitative value for aggregate reporting
inv_dt_norm,INTEGER,NONE,temporal marker for transaction lifecycle
dept_desc_raw,UUID,NONE,temporal marker for transaction lifecycle
inv_ref_v2,UUID,NONE,temporal marker for transaction lifecycle
user_uuid_fk,"DECIMAL(10,2)",FOREIGN,unique identifier for the primary record
prod_code_01,"DECIMAL(10,2)",NONE,descriptive string for human-readable indexing
sale_cat_norm,"DECIMAL(10,2)",NONE,descriptive string for human-readable indexing
emp_dt_sys,"DECIMAL(10,2)",NONE,foreign key mapping to parent entity relational graph
sale_dt_sys,UUID,NONE,temporal marker for transaction lifecycle
prod_uuid_sys,"DECIMAL(10,2)",NONE,secondary reference index for cross-table lookup
dept_amt_v2,UUID,NONE,categorical label for domain classification
user_cat_01,"DECIMAL(10,2)",NONE,descriptive string for human-readable indexing
emp_qty_norm,INTEGER,NONE,foreign key mapping to parent entity relational graph
sale_name_01,VARCHAR(255),NONE,foreign key mapping to parent entity relational graph
txn_stat_norm,INTEGER,NONE,temporal marker for transaction lifecycle
inv_desc_raw,UUID,NONE,status flag indicating current operational state
user_id_sys,VARCHAR(255),NONE,secondary reference index for cross-table lookup
emp_cat_sys,UUID,NONE,categorical label for domain classification
dept_name_sys,"DECIMAL(10,2)",NONE,secondary reference index for cross-table lookup
dept_desc_v2,DATETIME,NONE,descriptive string for human-readable indexing
user_uuid_01,UUID,NONE,unique identifier for the primary record
order_amt_norm,"DECIMAL(10,2)",NONE,unique identifier for the primary record
supp_uuid_fk,DATETIME,FOREIGN,secondary reference index for cross-table lookup
inv_qty_raw,DATETIME,NONE,descriptive string for human-readable indexing
sale_dt_pk,UUID,PRIMARY,status flag indicating current operational state
prod_dt_pk,"DECIMAL(10,2)",PRIMARY,descriptive string for human-readable indexing
txn_qty_norm,DATETIME,NONE,secondary reference index for cross-table lookup
cust_desc_sys,VARCHAR(255),NONE,categorical label for domain classification
inv_uuid_fk,DATETIME,FOREIGN,unique identifier for the primary record
dept_uuid_sys,INTEGER,NONE,categorical label for domain classification
sale_ref_v2,DATETIME,NONE,unique identifier for the primary record
order_desc_01,VARCHAR(255),NONE,secondary reference index for cross-table lookup
cust_id_pk,VARCHAR(255),PRIMARY,normalized quantitative value for aggregate reporting
sale_uuid_v2,VARCHAR(255),NONE,normalized quantitative value for aggregate reporting
inv_desc_fk,DATETIME,FOREIGN,unique identifier for the primary record
txn_ref_v2,DATETIME,NONE,categorical label for domain classification
emp_qty_v2,"DECIMAL(10,2)",NONE,status flag indicating current operational state
user_name_01,DATETIME,NONE,normalized quantitative value for aggregate reporting
supp_uuid_pk,INTEGER,PRIMARY,unique identifier for the primary record
sale_uuid_sys,"DECIMAL(10,2)",NONE,secondary reference index for cross-table lookup
supp_id_fk,VARCHAR(255),FOREIGN,unique identifier for the primary record
addr_code_norm,VARCHAR(255),NONE,secondary reference index for cross-table lookup
user_amt_raw,DATETIME,NONE,unique identifier for the primary record
txn_qty_norm,UUID,NONE,unique identifier for the primary record
